season,team_name,player_id,player_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-10-05,,268
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Red Card,2023-10-08,,208
2023-2024,Liverpool,281,C. Kelleher,Missing Fixture,Injury,2023-10-08,,2
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Red Card,2023-10-08,,210
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-10-08,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-10-08,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-10-21,,92
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Red Card,2023-10-21,,208
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-10-21,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-10-21,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-10-26,,92
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-10-26,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-10-26,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-10-29,,92
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Red Card,2023-10-29,,208
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-10-29,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-10-29,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-11-05,,92
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-11-05,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-11-05,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-11-09,,92
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Illness,2023-11-09,,208
2023-2024,Liverpool,542,R. Gravenberch,Missing Fixture,Knee Injury,2023-11-09,,126
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-11-09,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-11-09,,268
2023-2024,Liverpool,290,V. van Dijk,Missing Fixture,Illness,2023-11-09,,102
2023-2024,Liverpool,6716,A. Mac Allister,Missing Fixture,Yellow Cards,2023-11-12,,44
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-11-12,,92
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Illness,2023-11-12,,208
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-11-12,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-11-12,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-11-25,,92
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-11-25,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-11-25,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-11-30,,92
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2023-11-30,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-11-30,,210
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-11-30,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-11-30,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-03,,92
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2023-12-03,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-12-03,,210
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-03,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-03,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-06,,92
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2023-12-06,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-12-06,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2023-12-06,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-06,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-06,,268
2023-2024,Liverpool,6716,A. Mac Allister,Missing Fixture,Knee Injury,2023-12-09,,44
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-09,,92
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-12-09,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2023-12-09,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-09,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-09,,268
2023-2024,Liverpool,6716,A. Mac Allister,Missing Fixture,Knee Injury,2023-12-14,,44
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-14,,92
2023-2024,Liverpool,280,Alisson,Missing Fixture,Rest,2023-12-14,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-12-14,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2023-12-14,,164
2023-2024,Liverpool,306,M. Salah,Missing Fixture,Rest,2023-12-14,,78
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-14,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Rest,2023-12-14,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-14,,268
2023-2024,Liverpool,290,V. van Dijk,Missing Fixture,Rest,2023-12-14,,102
2023-2024,Liverpool,6716,A. Mac Allister,Missing Fixture,Knee Injury,2023-12-17,,44
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-17,,92
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-12-17,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2023-12-17,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-17,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-17,,268
2023-2024,Liverpool,6716,A. Mac Allister,Missing Fixture,Knee Injury,2023-12-23,,44
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-23,,92
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Muscle Injury,2023-12-23,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2023-12-23,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-23,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-23,,268
2023-2024,Liverpool,6716,A. Mac Allister,Missing Fixture,Knee Injury,2023-12-26,,44
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2023-12-26,,92
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2023-12-26,,164
2023-2024,Liverpool,1600,K. Tsimikas,Missing Fixture,Collarbone injury,2023-12-26,,39
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2023-12-26,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2023-12-26,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2024-01-01,,92
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-01-01,,164
2023-2024,Liverpool,1600,K. Tsimikas,Missing Fixture,Collarbone injury,2024-01-01,,39
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-01-01,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2024-01-01,,268
2023-2024,Liverpool,289,A. Robertson,Missing Fixture,Shoulder Injury,2024-01-21,,92
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-01-21,,164
2023-2024,Liverpool,1600,K. Tsimikas,Missing Fixture,Collarbone injury,2024-01-21,,39
2023-2024,Liverpool,306,M. Salah,Missing Fixture,National selection,2024-01-21,,78
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-01-21,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-01-21,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2024-01-21,,268
2023-2024,Liverpool,8500,W. Endo,Missing Fixture,National selection,2024-01-21,,14
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-01-31,,164
2023-2024,Liverpool,1600,K. Tsimikas,Missing Fixture,Collarbone injury,2024-01-31,,39
2023-2024,Liverpool,306,M. Salah,Missing Fixture,Thigh Injury,2024-01-31,,78
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-01-31,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Hip Injury,2024-01-31,,268
2023-2024,Liverpool,8500,W. Endo,Missing Fixture,International duty,2024-01-31,,14
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-02-04,,164
2023-2024,Liverpool,1600,K. Tsimikas,Missing Fixture,Collarbone injury,2024-02-04,,39
2023-2024,Liverpool,306,M. Salah,Missing Fixture,Thigh Injury,2024-02-04,,78
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-02-04,,189
2023-2024,Liverpool,8500,W. Endo,Missing Fixture,International duty,2024-02-04,,14
2023-2024,Liverpool,180317,C. Bradley,Missing Fixture,Personal Reasons,2024-02-10,,76
2023-2024,Liverpool,1096,D. Szoboszlai,Missing Fixture,Knee Injury,2024-02-10,,6
2023-2024,Liverpool,1145,I. Konate,Missing Fixture,Red Card,2024-02-10,,0
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-02-10,,164
2023-2024,Liverpool,306,M. Salah,Missing Fixture,Thigh Injury,2024-02-10,,78
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-02-10,,189
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-02-10,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Hamstring Injury,2024-02-17,,128
2023-2024,Liverpool,1096,D. Szoboszlai,Missing Fixture,Knee Injury,2024-02-17,,6
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-02-17,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-02-17,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-02-17,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-02-17,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Hamstring Injury,2024-02-21,,128
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Calf Injury,2024-02-21,,208
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-02-21,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-02-21,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-02-21,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-02-21,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-02-21,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Hamstring Injury,2024-03-02,,128
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Calf Injury,2024-03-02,,208
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-03-02,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-03-02,,164
2023-2024,Liverpool,306,M. Salah,Missing Fixture,Thigh Injury,2024-03-02,,78
2023-2024,Liverpool,542,R. Gravenberch,Missing Fixture,Ankle Injury,2024-03-02,,126
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Calf Injury,2024-03-02,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-03-02,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-03-02,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2024-03-07,,128
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Ankle Injury,2024-03-07,,208
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-03-07,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-03-07,,164
2023-2024,Liverpool,542,R. Gravenberch,Missing Fixture,Ankle Injury,2024-03-07,,126
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Lacking Match Fitness,2024-03-07,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-03-07,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-03-07,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2024-03-10,,128
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Ankle Injury,2024-03-10,,208
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-03-10,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-03-10,,164
2023-2024,Liverpool,542,R. Gravenberch,Missing Fixture,Ankle Injury,2024-03-10,,126
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Lacking Match Fitness,2024-03-10,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-03-10,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-03-10,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2024-03-14,,128
2023-2024,Liverpool,293,C. Jones,Missing Fixture,Ankle Injury,2024-03-14,,208
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-03-14,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-03-14,,164
2023-2024,Liverpool,542,R. Gravenberch,Missing Fixture,Ankle Injury,2024-03-14,,126
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Lacking Match Fitness,2024-03-14,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-03-14,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-03-14,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2024-03-31,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-03-31,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-03-31,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Lacking Match Fitness,2024-03-31,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-03-31,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-03-31,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2024-04-04,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-04-04,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-04,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Lacking Match Fitness,2024-04-04,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-04-04,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-04,,268
2023-2024,Liverpool,280,Alisson,Missing Fixture,Muscle Injury,2024-04-07,,128
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Knee Injury,2024-04-07,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-07,,164
2023-2024,Liverpool,310187,S. Bajcetic,Missing Fixture,Lacking Match Fitness,2024-04-07,,189
2023-2024,Liverpool,283,T. Alexander-Arnold,Missing Fixture,Knee Injury,2024-04-07,,198
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-07,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-04-11,,37
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-11,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-11,,268
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-14,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-14,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-04-18,,37
2023-2024,Liverpool,180317,C. Bradley,Missing Fixture,Ankle Injury,2024-04-18,,76
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-18,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-18,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-04-21,,37
2023-2024,Liverpool,180317,C. Bradley,Missing Fixture,Ankle Injury,2024-04-21,,76
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-21,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-21,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-04-24,,37
2023-2024,Liverpool,180317,C. Bradley,Missing Fixture,Ankle Injury,2024-04-24,,76
2023-2024,Liverpool,247,C. Gakpo,Missing Fixture,Personal Reasons,2024-04-24,,202
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Injury,2024-04-24,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-24,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-24,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-04-27,,37
2023-2024,Liverpool,180317,C. Bradley,Missing Fixture,Ankle Injury,2024-04-27,,76
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Injury,2024-04-27,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-04-27,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-04-27,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-05-05,,37
2023-2024,Liverpool,2678,Diogo Jota,Missing Fixture,Injury,2024-05-05,,210
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-05-05,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-05-05,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-05-13,,37
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-05-13,,164
2023-2024,Liverpool,507,Thiago,Missing Fixture,Muscle Injury,2024-05-13,,268
2023-2024,Liverpool,343576,B. Doak,Missing Fixture,Knee Injury,2024-05-19,,37
2023-2024,Liverpool,286,J. Matip,Missing Fixture,Knee Injury,2024-05-19,,164
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-08-12,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-08-12,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-08-12,,70
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-08-12,,281
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-08-25,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-08-25,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-08-25,,70
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-09-01,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-09-01,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-09-01,,70
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-09-16,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-09-16,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-09-16,,70
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-09-23,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-09-23,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-09-23,,70
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-09-30,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-09-30,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-09-30,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-09-30,,70
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-10-03,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-10-03,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-10-03,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-10-03,,70
2023-2024,Luton,19466,A. Bell,Missing Fixture,Thigh Injury,2023-10-07,,225
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-10-07,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-10-07,,281
2023-2024,Luton,20206,G. Osho,Missing Fixture,Knee Injury,2023-10-07,,245
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-10-07,,70
2023-2024,Luton,19466,A. Bell,Missing Fixture,Thigh Injury,2023-10-21,,225
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-10-21,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-10-21,,281
2023-2024,Luton,20189,J. Clark,Missing Fixture,Ankle Injury,2023-10-21,,70
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-10-21,,211
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-10-29,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-10-29,,281
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-10-29,,211
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-10-29,,281
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-11-05,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-11-05,,281
2023-2024,Luton,19759,L. Berry,Missing Fixture,Calf Injury,2023-11-05,,0
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-11-05,,211
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-11-05,,281
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-11-11,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-11-11,,281
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-11-11,,211
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-11-11,,281
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Thigh Injury,2023-11-25,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-11-25,,281
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-11-25,,211
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-11-25,,281
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-12-02,,281
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-12-02,,211
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-12-02,,281
2023-2024,Luton,1427,A. S. Lokonga,Missing Fixture,Loan agreement,2023-12-05,,196
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-12-05,,281
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Thigh Injury,2023-12-05,,211
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-12-05,,281
2023-2024,Luton,19808,C. Woodrow,Missing Fixture,Calf Injury,2023-12-10,,0
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-12-10,,281
2023-2024,Luton,140947,I. Kabore,Missing Fixture,Thigh Injury,2023-12-10,,161
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-12-10,,281
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-12-23,,281
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-12-23,,281
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2023-12-23,,148
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-12-26,,281
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-12-26,,281
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2023-12-26,,148
2023-2024,Luton,19756,D. Potts,Missing Fixture,Ankle Injury,2023-12-30,,281
2023-2024,Luton,76,M. Nakamba,Missing Fixture,Knee Injury,2023-12-30,,141
2023-2024,Luton,19408,R. Burke,Missing Fixture,Injury,2023-12-30,,281
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2023-12-30,,148
2023-2024,Luton,140947,I. Kabore,Missing Fixture,National selection,2024-01-12,,161
2023-2024,Luton,76,M. Nakamba,Missing Fixture,Knee Injury,2024-01-12,,141
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2024-01-12,,148
2023-2024,Luton,140947,I. Kabore,Missing Fixture,National selection,2024-01-30,,161
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Calf Injury,2024-01-30,,211
2023-2024,Luton,76,M. Nakamba,Missing Fixture,Knee Injury,2024-01-30,,141
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2024-01-30,,148
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Calf Injury,2024-02-03,,211
2023-2024,Luton,76,M. Nakamba,Missing Fixture,Knee Injury,2024-02-03,,141
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2024-02-03,,148
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Calf Injury,2024-02-10,,211
2023-2024,Luton,76,M. Nakamba,Missing Fixture,Knee Injury,2024-02-10,,141
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2024-02-10,,148
2023-2024,Luton,15632,M. Andersen,Missing Fixture,Calf Injury,2024-02-18,,211
2023-2024,Luton,76,M. Nakamba,Missing Fixture,Knee Injury,2024-02-18,,141
2023-2024,Luton,20203,T. Lockyer,Missing Fixture,Heart Problems,2024-02-18,,148
2023-2024,Luton,17641,E. Adebayo,Missing Fixture,Thigh Injury,2024-02-21,,58
2023-2024,Luton,19802,J. Brown,Missing Fixture,Knee Injury,2024-02-21,,87
